accession	organism	gene_name	length	matches	kmer_size	score_percent	reference_start	target_start	description
XM_039370139.2	Drosophila yakuba	LOC6524785	5809	27	50	54.0	850	3115	PREDICTED: Drosophila yakuba MAP kinase-activating death domain protein (LOC6524785), transcript variant X14, mRNA
XM_039370136.2	Drosophila yakuba	LOC6524785	6004	27	50	54.0	200	5435	PREDICTED: Drosophila yakuba MAP kinase-activating death domain protein (LOC6524785), transcript variant X12, mRNA
XM_039370096.2	Drosophila yakuba	LOC6524645	3009	27	50	54.0	725	1230	PREDICTED: Drosophila yakuba cytosolic carboxypeptidase Nna1 (LOC6524645), transcript variant X17, mRNA
XM_039370094.2	Drosophila yakuba	LOC6524645	4413	27	50	54.0	300	2850	PREDICTED: Drosophila yakuba cytosolic carboxypeptidase Nna1 (LOC6524645), transcript variant X15, mRNA
XM_039370088.2	Drosophila yakuba	LOC6524645	5865	27	50	54.0	300	2850	PREDICTED: Drosophila yakuba cytosolic carboxypeptidase Nna1 (LOC6524645), transcript variant X9, mRNA
XM_039370085.2	Drosophila yakuba	LOC6524645	6330	27	50	54.0	300	2850	PREDICTED: Drosophila yakuba cytosolic carboxypeptidase Nna1 (LOC6524645), transcript variant X5, mRNA
XM_039370081.2	Drosophila yakuba	LOC6524645	6453	27	50	54.0	300	2850	PREDICTED: Drosophila yakuba cytosolic carboxypeptidase Nna1 (LOC6524645), transcript variant X1, mRNA
XM_002100675.4	Drosophila yakuba	LOC6524871	3668	27	50	54.0	850	250	PREDICTED: Drosophila yakuba putative zinc finger protein 840 (LOC6524871), mRNA
XM_002100678.4	Drosophila yakuba	LOC6524874	4335	27	50	54.0	225	4255	PREDICTED: Drosophila yakuba rho GTPase-activating protein 26 (LOC6524874), transcript variant X2, mRNA
XM_015190423.3	Drosophila yakuba	LOC6524874	4362	27	50	54.0	375	1460	PREDICTED: Drosophila yakuba rho GTPase-activating protein 26 (LOC6524874), transcript variant X1, mRNA
XM_015190661.3	Drosophila yakuba	LOC6525187	3116	27	50	54.0	700	1570	PREDICTED: Drosophila yakuba 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 (LOC6525187), transcript variant X4, mRNA
XM_015190655.3	Drosophila yakuba	LOC6525184	3965	27	50	54.0	925	365	PREDICTED: Drosophila yakuba REST corepressor (LOC6525184), transcript variant X2, mRNA
XM_015190652.3	Drosophila yakuba	LOC6525184	4210	27	50	54.0	825	390	PREDICTED: Drosophila yakuba REST corepressor (LOC6525184), transcript variant X1, mRNA
XM_002100958.4	Drosophila yakuba	LOC6525156	5325	27	50	54.0	1200	875	PREDICTED: Drosophila yakuba exportin-5 (LOC6525156), mRNA
XM_002100957.4	Drosophila yakuba	LOC6525155	6677	27	50	54.0	600	2905	PREDICTED: Drosophila yakuba protein ELYS homolog (LOC6525155), mRNA
XM_002101673.4	Drosophila yakuba	LOC6525889	5005	27	50	54.0	100	1080	PREDICTED: Drosophila yakuba uncharacterized LOC6525889 (LOC6525889), mRNA
XM_002100423.4	Drosophila yakuba	LOC6524602	4822	27	50	54.0	150	2910	PREDICTED: Drosophila yakuba uncharacterized LOC6524602 (LOC6524602), mRNA
XM_039377823.2	Drosophila yakuba	LOC6539987	3434	27	50	54.0	500	25	PREDICTED: Drosophila yakuba myotubularin-related protein 4 (LOC6539987), transcript variant X5, mRNA
XM_015189337.3	Drosophila yakuba	LOC6539987	3966	27	50	54.0	1000	1055	PREDICTED: Drosophila yakuba myotubularin-related protein 4 (LOC6539987), transcript variant X4, mRNA
XM_039377822.2	Drosophila yakuba	LOC6539987	4031	27	50	54.0	1000	1120	PREDICTED: Drosophila yakuba myotubularin-related protein 4 (LOC6539987), transcript variant X3, mRNA
XM_002101329.4	Drosophila yakuba	LOC6525530	3940	27	50	54.0	1200	3535	PREDICTED: Drosophila yakuba nardilysin (LOC6525530), mRNA
XM_039377793.2	Drosophila yakuba	LOC6539102	3315	27	50	54.0	400	3240	PREDICTED: Drosophila yakuba uncharacterized LOC6539102 (LOC6539102), transcript variant X6, mRNA
XM_034284837.1	Drosophila guanche	LOC117591541	7638	27	50	54.0	225	5550	PREDICTED: Drosophila guanche myosin-VIIa (LOC117591541), transcript variant X3, mRNA
XM_034284809.1	Drosophila guanche	LOC117591515	5134	27	50	54.0	375	2650	PREDICTED: Drosophila guanche uncharacterized LOC117591515 (LOC117591515), transcript variant X2, mRNA
XM_034284808.1	Drosophila guanche	LOC117591515	6021	27	50	54.0	225	480	PREDICTED: Drosophila guanche uncharacterized LOC117591515 (LOC117591515), transcript variant X1, mRNA
XM_034284798.1	Drosophila guanche	LOC117591501	3230	27	50	54.0	25	1785	PREDICTED: Drosophila guanche type II inositol 1,4,5-trisphosphate 5-phosphatase (LOC117591501), mRNA
XM_034284793.1	Drosophila guanche	LOC117591498	7023	27	50	54.0	75	3045	PREDICTED: Drosophila guanche WD repeat-containing protein 7 (LOC117591498), transcript variant X2, mRNA
XM_034284723.1	Drosophila guanche	LOC117591454	3613	27	50	54.0	625	2940	PREDICTED: Drosophila guanche uncharacterized LOC117591454 (LOC117591454), mRNA
XM_034284722.1	Drosophila guanche	LOC117591453	3093	27	50	54.0	1050	500	PREDICTED: Drosophila guanche uncharacterized LOC117591453 (LOC117591453), mRNA
XM_034284716.1	Drosophila guanche	LOC117591449	4181	27	50	54.0	325	1205	PREDICTED: Drosophila guanche protein shuttle craft (LOC117591449), transcript variant X1, mRNA
XM_034284701.1	Drosophila guanche	LOC117591438	4209	27	50	54.0	1150	2180	PREDICTED: Drosophila guanche sn1-specific diacylglycerol lipase alpha (LOC117591438), transcript variant X1, mRNA
XM_034284695.1	Drosophila guanche	LOC117591431	3231	27	50	54.0	50	3175	PREDICTED: Drosophila guanche ecotropic viral integration site 5 ortholog (LOC117591431), transcript variant X4, mRNA
XM_034284694.1	Drosophila guanche	LOC117591431	3249	27	50	54.0	50	2530	PREDICTED: Drosophila guanche ecotropic viral integration site 5 ortholog (LOC117591431), transcript variant X3, mRNA
XM_034284692.1	Drosophila guanche	LOC117591431	6090	27	50	54.0	50	2530	PREDICTED: Drosophila guanche ecotropic viral integration site 5 ortholog (LOC117591431), transcript variant X1, mRNA
XM_034284679.1	Drosophila guanche	LOC117591422	3017	27	50	54.0	1200	450	PREDICTED: Drosophila guanche uncharacterized LOC117591422 (LOC117591422), transcript variant X2, mRNA
XM_034284678.1	Drosophila guanche	LOC117591422	3699	27	50	54.0	625	2830	PREDICTED: Drosophila guanche uncharacterized LOC117591422 (LOC117591422), transcript variant X1, mRNA
XM_034284577.1	Drosophila guanche	LOC117591349	3262	27	50	54.0	825	1945	PREDICTED: Drosophila guanche uncharacterized LOC117591349 (LOC117591349), transcript variant X3, mRNA
XM_034284555.1	Drosophila guanche	LOC117591332	3439	27	50	54.0	200	345	PREDICTED: Drosophila guanche protein Wnt-5 (LOC117591332), transcript variant X3, mRNA
XM_034284553.1	Drosophila guanche	LOC117591332	3528	27	50	54.0	400	425	PREDICTED: Drosophila guanche protein Wnt-5 (LOC117591332), transcript variant X2, mRNA
XM_034284535.1	Drosophila guanche	LOC117591325	3414	27	50	54.0	425	595	PREDICTED: Drosophila guanche serine/threonine-protein kinase Tao (LOC117591325), transcript variant X3, mRNA
XM_034284534.1	Drosophila guanche	LOC117591325	3417	27	50	54.0	425	595	PREDICTED: Drosophila guanche serine/threonine-protein kinase Tao (LOC117591325), transcript variant X2, mRNA
XM_034284524.1	Drosophila guanche	LOC117591316	3531	27	50	54.0	350	375	PREDICTED: Drosophila guanche REST corepressor (LOC117591316), transcript variant X1, mRNA
XM_034284420.1	Drosophila guanche	LOC117591242	6960	27	50	54.0	725	6180	PREDICTED: Drosophila guanche microtubule-associated serine/threonine-protein kinase 3 (LOC117591242), mRNA
XM_034284379.1	Drosophila guanche	LOC117591218	3454	27	50	54.0	975	2195	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591218), transcript variant X2, mRNA
XM_034284377.1	Drosophila guanche	LOC117591217	3132	27	50	54.0	825	2185	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X14, mRNA
XM_034284375.1	Drosophila guanche	LOC117591217	3087	27	50	54.0	975	1645	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X12, mRNA
XM_034284374.1	Drosophila guanche	LOC117591217	3093	27	50	54.0	875	630	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X11, mRNA
XM_034284372.1	Drosophila guanche	LOC117591217	3239	27	50	54.0	825	2190	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X9, mRNA
XM_034284370.1	Drosophila guanche	LOC117591217	3023	27	50	54.0	975	2465	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X8, mRNA
XM_034284369.1	Drosophila guanche	LOC117591217	3070	27	50	54.0	975	2465	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X7, mRNA
XM_034284332.1	Drosophila guanche	LOC117591193	4633	27	50	54.0	375	1040	PREDICTED: Drosophila guanche unconventional myosin-XV (LOC117591193), transcript variant X2, mRNA
XM_034284308.1	Drosophila guanche	LOC117591181	3263	27	50	54.0	525	1940	PREDICTED: Drosophila guanche tyrosine-protein phosphatase corkscrew (LOC117591181), transcript variant X2, mRNA
XM_034284306.1	Drosophila guanche	LOC117591180	4317	27	50	54.0	125	3265	PREDICTED: Drosophila guanche uncharacterized LOC117591180 (LOC117591180), mRNA
XM_034284262.1	Drosophila guanche	LOC117591150	4280	27	50	54.0	1200	280	PREDICTED: Drosophila guanche period circadian protein (LOC117591150), transcript variant X2, mRNA
XM_034284258.1	Drosophila guanche	LOC117591148	3207	27	50	54.0	225	2920	PREDICTED: Drosophila guanche uncharacterized LOC117591148 (LOC117591148), transcript variant X1, mRNA
XM_034284217.1	Drosophila guanche	LOC117591117	3070	27	50	54.0	200	2945	PREDICTED: Drosophila guanche protein groucho (LOC117591117), transcript variant X1, mRNA
XM_034284209.1	Drosophila guanche	LOC117591107	3986	27	50	54.0	950	3075	PREDICTED: Drosophila guanche uncharacterized LOC117591107 (LOC117591107), mRNA
XM_034284155.1	Drosophila guanche	LOC117591054	3625	27	50	54.0	1200	230	PREDICTED: Drosophila guanche dual specificity mitogen-activated protein kinase kinase hemipterous (LOC117591054), transcript variant X3, mRNA
XM_020961488.1	Drosophila serrata	LOC110190830	4631	27	50	54.0	725	1440	PREDICTED: Drosophila serrata uncharacterized LOC110190830 (LOC110190830), transcript variant X1, mRNA
XM_020961429.1	Drosophila serrata	LOC110190791	3590	27	50	54.0	975	2520	PREDICTED: Drosophila serrata uncharacterized LOC110190791 (LOC110190791), transcript variant X1, mRNA
XM_020961380.1	Drosophila serrata	LOC110190755	3349	27	50	54.0	200	3130	PREDICTED: Drosophila serrata protein LSM14 homolog B (LOC110190755), transcript variant X3, mRNA
XM_020961320.1	Drosophila serrata	LOC110190704	5067	27	50	54.0	125	2280	PREDICTED: Drosophila serrata translational regulator orb2 (LOC110190704), transcript variant X5, mRNA
XM_020961318.1	Drosophila serrata	LOC110190704	5071	27	50	54.0	750	1620	PREDICTED: Drosophila serrata translational regulator orb2 (LOC110190704), transcript variant X3, mRNA
XM_020961316.1	Drosophila serrata	LOC110190704	4907	27	50	54.0	125	2120	PREDICTED: Drosophila serrata translational regulator orb2 (LOC110190704), transcript variant X1, mRNA
XM_020961262.1	Drosophila serrata	LOC110190661	3287	27	50	54.0	50	2555	PREDICTED: Drosophila serrata uncharacterized LOC110190661 (LOC110190661), mRNA
XM_020961246.1	Drosophila serrata	LOC110190648	3155	27	50	54.0	400	0	PREDICTED: Drosophila serrata E3 ubiquitin-protein ligase CBL-B-B (LOC110190648), mRNA
XM_020961216.1	Drosophila serrata	LOC110190621	4669	27	50	54.0	375	155	PREDICTED: Drosophila serrata rab GTPase-activating protein 1-like (LOC110190621), mRNA
XM_020961176.1	Drosophila serrata	LOC110190583	3824	27	50	54.0	925	3035	PREDICTED: Drosophila serrata transient receptor potential cation channel subfamily A member 1 (LOC110190583), transcript variant X3, mRNA
XM_020961141.1	Drosophila serrata	LOC110190566	3575	27	50	54.0	1075	2155	PREDICTED: Drosophila serrata 85/88 kDa calcium-independent phospholipase A2 (LOC110190566), transcript variant X3, mRNA
XM_020961139.1	Drosophila serrata	LOC110190566	3443	27	50	54.0	750	2550	PREDICTED: Drosophila serrata 85/88 kDa calcium-independent phospholipase A2 (LOC110190566), transcript variant X1, mRNA
XM_020961131.1	Drosophila serrata	LOC110190563	3153	27	50	54.0	50	150	PREDICTED: Drosophila serrata mediator of RNA polymerase II transcription subunit 15 (LOC110190563), transcript variant X3, mRNA
XM_020961128.1	Drosophila serrata	LOC110190563	3035	27	50	54.0	50	35	PREDICTED: Drosophila serrata mediator of RNA polymerase II transcription subunit 15 (LOC110190563), transcript variant X1, mRNA
XM_020961117.1	Drosophila serrata	LOC110190558	3435	27	50	54.0	925	2700	PREDICTED: Drosophila serrata capon-like protein (LOC110190558), transcript variant X3, mRNA
XM_020961115.1	Drosophila serrata	LOC110190558	3907	27	50	54.0	1025	2435	PREDICTED: Drosophila serrata capon-like protein (LOC110190558), transcript variant X2, mRNA
XM_020961114.1	Drosophila serrata	LOC110190558	3917	27	50	54.0	1025	2445	PREDICTED: Drosophila serrata capon-like protein (LOC110190558), transcript variant X1, mRNA
XM_020961085.1	Drosophila serrata	LOC110190536	4108	27	50	54.0	1175	1005	PREDICTED: Drosophila serrata GTPase-activating protein (LOC110190536), transcript variant X2, mRNA
XM_020961071.1	Drosophila serrata	LOC110190525	3358	27	50	54.0	900	2775	PREDICTED: Drosophila serrata F-BAR and double SH3 domains protein 2 (LOC110190525), transcript variant X10, mRNA
XM_020961068.1	Drosophila serrata	LOC110190525	4742	27	50	54.0	200	3430	PREDICTED: Drosophila serrata F-BAR and double SH3 domains protein 2 (LOC110190525), transcript variant X7, mRNA
XM_020961065.1	Drosophila serrata	LOC110190525	4817	27	50	54.0	200	3505	PREDICTED: Drosophila serrata F-BAR and double SH3 domains protein 2 (LOC110190525), transcript variant X4, mRNA
XM_020961063.1	Drosophila serrata	LOC110190525	4924	27	50	54.0	900	1060	PREDICTED: Drosophila serrata F-BAR and double SH3 domains protein 2 (LOC110190525), transcript variant X2, mRNA
XM_020961062.1	Drosophila serrata	LOC110190525	4883	27	50	54.0	575	3530	PREDICTED: Drosophila serrata F-BAR and double SH3 domains protein 2 (LOC110190525), transcript variant X1, mRNA
XM_020961053.1	Drosophila serrata	LOC110190519	3731	27	50	54.0	50	25	PREDICTED: Drosophila serrata E3 ubiquitin-protein ligase Bre1 (LOC110190519), transcript variant X2, mRNA
XM_020961048.1	Drosophila serrata	LOC110190516	3246	27	50	54.0	725	835	PREDICTED: Drosophila serrata integrator complex subunit 7 (LOC110190516), mRNA
XM_020961045.1	Drosophila serrata	LOC110190514	3119	27	50	54.0	1200	1080	PREDICTED: Drosophila serrata uncharacterized LOC110190514 (LOC110190514), transcript variant X2, mRNA
XM_020961027.1	Drosophila serrata	LOC110190505	4203	27	50	54.0	200	3235	PREDICTED: Drosophila serrata SCY1-like protein 2 (LOC110190505), transcript variant X5, mRNA
XM_020960977.1	Drosophila serrata	LOC110190468	3803	27	50	54.0	350	1855	PREDICTED: Drosophila serrata calpain-B (LOC110190468), mRNA
XM_020960975.1	Drosophila serrata	LOC110190466	3479	27	50	54.0	1025	2695	PREDICTED: Drosophila serrata structure-specific endonuclease subunit SLX4 (LOC110190466), mRNA
XM_020960943.1	Drosophila serrata	LOC110190442	4698	27	50	54.0	1050	415	PREDICTED: Drosophila serrata anion exchange protein 3 (LOC110190442), transcript variant X6, mRNA
XM_020960941.1	Drosophila serrata	LOC110190442	5547	27	50	54.0	50	4695	PREDICTED: Drosophila serrata anion exchange protein 3 (LOC110190442), transcript variant X4, mRNA
XM_020960940.1	Drosophila serrata	LOC110190442	5253	27	50	54.0	1050	970	PREDICTED: Drosophila serrata anion exchange protein 3 (LOC110190442), transcript variant X3, mRNA
XM_020960905.1	Drosophila serrata	LOC110190426	4025	27	50	54.0	250	230	PREDICTED: Drosophila serrata Golgi apparatus protein 1 (LOC110190426), transcript variant X3, mRNA
XM_020960903.1	Drosophila serrata	LOC110190426	4037	27	50	54.0	250	230	PREDICTED: Drosophila serrata Golgi apparatus protein 1 (LOC110190426), transcript variant X1, mRNA
XM_020960897.1	Drosophila serrata	LOC110190420	4264	27	50	54.0	225	4025	PREDICTED: Drosophila serrata band 7 protein AGAP004871 (LOC110190420), transcript variant X6, mRNA
XM_020960896.1	Drosophila serrata	LOC110190420	4288	27	50	54.0	425	2950	PREDICTED: Drosophila serrata band 7 protein AGAP004871 (LOC110190420), transcript variant X5, mRNA
XM_020960895.1	Drosophila serrata	LOC110190420	4607	27	50	54.0	900	250	PREDICTED: Drosophila serrata band 7 protein AGAP004871 (LOC110190420), transcript variant X4, mRNA
XM_020960892.1	Drosophila serrata	LOC110190420	4973	27	50	54.0	425	3635	PREDICTED: Drosophila serrata band 7 protein AGAP004871 (LOC110190420), transcript variant X2, mRNA
XM_020960842.1	Drosophila serrata	LOC110190389	5784	27	50	54.0	200	820	PREDICTED: Drosophila serrata myeloid zinc finger 1 (LOC110190389), transcript variant X5, mRNA
XM_020960840.1	Drosophila serrata	LOC110190389	5799	27	50	54.0	200	820	PREDICTED: Drosophila serrata myeloid zinc finger 1 (LOC110190389), transcript variant X3, mRNA
XM_018110480.2	Drosophila navojoa	LOC108657830	3140	27	50	54.0	375	190	PREDICTED: Drosophila navojoa BTB/POZ domain-containing protein 7 (LOC108657830), mRNA
XM_030390571.1	Drosophila navojoa	LOC108658431	4532	27	50	54.0	950	3720	PREDICTED: Drosophila navojoa mediator of RNA polymerase II transcription subunit 1 (LOC108658431), partial mRNA
XM_030390500.1	Drosophila navojoa	LOC108655355	3419	27	50	54.0	125	1160	PREDICTED: Drosophila navojoa uncharacterized LOC108655355 (LOC108655355), partial mRNA
XM_030390493.1	Drosophila navojoa	LOC108655353	5269	27	50	54.0	0	3325	PREDICTED: Drosophila navojoa serine-rich adhesin for platelets (LOC108655353), mRNA
XM_018107091.2	Drosophila navojoa	LOC108655393	3086	27	50	54.0	1050	2085	PREDICTED: Drosophila navojoa calsyntenin-1 (LOC108655393), mRNA
XM_030390457.1	Drosophila navojoa	LOC108655422	3056	27	50	54.0	900	1410	PREDICTED: Drosophila navojoa basic proline-rich protein (LOC108655422), mRNA
XM_030390417.1	Drosophila navojoa	LOC115565318	3158	27	50	54.0	1050	340	PREDICTED: Drosophila navojoa integrator complex subunit 4 (LOC115565318), mRNA
XM_030390411.1	Drosophila navojoa	LOC108649545	3951	27	50	54.0	575	2945	PREDICTED: Drosophila navojoa uncharacterized LOC108649545 (LOC108649545), mRNA
XM_030390408.1	Drosophila navojoa	LOC108649748	3357	27	50	54.0	1100	2685	PREDICTED: Drosophila navojoa protein distal antenna (LOC108649748), mRNA
XM_030390406.1	Drosophila navojoa	LOC108655366	4571	27	50	54.0	375	1325	PREDICTED: Drosophila navojoa uncharacterized LOC108655366 (LOC108655366), mRNA
XM_030390402.1	Drosophila navojoa	LOC115565310	3100	27	50	54.0	1100	2655	PREDICTED: Drosophila navojoa uncharacterized transmembrane protein DDB_G0289901 (LOC115565310), transcript variant X9, mRNA
XM_030390401.1	Drosophila navojoa	LOC115565310	3115	27	50	54.0	1100	2670	PREDICTED: Drosophila navojoa uncharacterized transmembrane protein DDB_G0289901 (LOC115565310), transcript variant X8, mRNA
