accession	organism	gene_name	length	matches	comparison_length	score_percent	description
XM_014904152.3	Drosophila ananassae	LOC6501887	3063	747	3063	24.3879	PREDICTED: Drosophila ananassae moesin/ezrin/radixin homolog 1 (LOC6501887), transcript variant X4, mRNA
XM_032726837.1	Drosophila sechellia	LOC6617528	5647	748	3070	24.3648	PREDICTED: Drosophila sechellia ral GTPase-activating protein subunit beta (LOC6617528), transcript variant X9, mRNA
XM_032726833.1	Drosophila sechellia	LOC6617528	5803	748	3070	24.3648	PREDICTED: Drosophila sechellia ral GTPase-activating protein subunit beta (LOC6617528), transcript variant X5, mRNA
XM_032726830.1	Drosophila sechellia	LOC6617528	5857	748	3070	24.3648	PREDICTED: Drosophila sechellia ral GTPase-activating protein subunit beta (LOC6617528), transcript variant X2, mRNA
XM_032726798.1	Drosophila sechellia	LOC116802349	3757	748	3070	24.3648	PREDICTED: Drosophila sechellia amnesiac neuropeptides (LOC116802349), mRNA
XM_033385452.1	Drosophila pseudoobscura	nAChRalpha7	6887	748	3070	24.3648	PREDICTED: Drosophila pseudoobscura nicotinic Acetylcholine Receptor alpha7 (nAChRalpha7), transcript variant X1, mRNA
XM_023179817.2	Drosophila willistoni	LOC6649788	4165	748	3070	24.3648	PREDICTED: Drosophila willistoni uncharacterized LOC6649788 (LOC6649788), transcript variant X3, mRNA
XM_015171030.3	Drosophila virilis	eIF4H1	3317	748	3070	24.3648	PREDICTED: Drosophila virilis eukaryotic translation initiation factor 4H1 (eIF4H1), transcript variant X3, mRNA
XM_032738342.2	Drosophila grimshawi	LOC6565046	3563	748	3070	24.3648	PREDICTED: Drosophila grimshawi cytosolic carboxypeptidase Nna1 (LOC6565046), transcript variant X5, mRNA
XM_034254149.2	Drosophila albomicans	LOC117570989	5393	748	3070	24.3648	PREDICTED: Drosophila albomicans histone deacetylase 4 (LOC117570989), transcript variant X2, mRNA
XM_039370204.2	Drosophila yakuba	LOC6524649	3657	748	3070	24.3648	PREDICTED: Drosophila yakuba AP-3 complex subunit delta (LOC6524649), transcript variant X3, mRNA
XM_039370090.2	Drosophila yakuba	LOC6524645	6162	748	3070	24.3648	PREDICTED: Drosophila yakuba cytosolic carboxypeptidase Nna1 (LOC6524645), transcript variant X11, mRNA
XM_039370089.2	Drosophila yakuba	LOC6524645	5616	748	3070	24.3648	PREDICTED: Drosophila yakuba cytosolic carboxypeptidase Nna1 (LOC6524645), transcript variant X10, mRNA
XM_002085967.4	Drosophila yakuba	LOC6539102	3342	748	3070	24.3648	PREDICTED: Drosophila yakuba uncharacterized LOC6539102 (LOC6539102), transcript variant X5, mRNA
XM_034284861.1	Drosophila guanche	LOC117591556	4665	748	3070	24.3648	PREDICTED: Drosophila guanche anoctamin-8 (LOC117591556), transcript variant X9, mRNA
XM_034284858.1	Drosophila guanche	LOC117591556	4764	748	3070	24.3648	PREDICTED: Drosophila guanche anoctamin-8 (LOC117591556), transcript variant X6, mRNA
XM_034284857.1	Drosophila guanche	LOC117591556	4770	748	3070	24.3648	PREDICTED: Drosophila guanche anoctamin-8 (LOC117591556), transcript variant X5, mRNA
XM_034284851.1	Drosophila guanche	LOC117591556	4870	748	3070	24.3648	PREDICTED: Drosophila guanche anoctamin-8 (LOC117591556), transcript variant X1, mRNA
XM_026993798.1	Drosophila persimilis	LOC6601981	4496	748	3070	24.3648	PREDICTED: Drosophila persimilis IQ motif and SEC7 domain-containing protein 2 (LOC6601981), transcript variant X1, mRNA
XM_015170840.3	Drosophila virilis	LOC6631787	3017	735	3017	24.3619	PREDICTED: Drosophila virilis solute carrier family 41 member 2 (LOC6631787), transcript variant X3, mRNA
NM_001382027.1	Drosophila melanogaster	Mef2	3289	747	3070	24.3322	Drosophila melanogaster myocyte enhancer factor 2, transcript variant J (Mef2), mRNA
XM_016172527.3	Drosophila simulans	LOC6726078	5713	747	3070	24.3322	PREDICTED: Drosophila simulans clathrin heavy chain (LOC6726078), transcript variant X1, mRNA
XM_016173125.3	Drosophila simulans	LOC6724897	3136	747	3070	24.3322	PREDICTED: Drosophila simulans armadillo segment polarity protein (LOC6724897), transcript variant X2, mRNA
XM_014904741.3	Drosophila ananassae	LOC6504964	6871	747	3070	24.3322	PREDICTED: Drosophila ananassae DENN domain-containing protein Crag (LOC6504964), transcript variant X2, mRNA
XM_032452217.2	Drosophila ananassae	LOC6504428	3428	747	3070	24.3322	PREDICTED: Drosophila ananassae UNC93-like protein (LOC6504428), transcript variant X3, mRNA
XM_033385603.1	Drosophila pseudoobscura	Abcd3	3265	747	3070	24.3322	PREDICTED: Drosophila pseudoobscura ATP binding cassette subfamily D member Pmp70 (Abcd3), mRNA
XM_033385596.1	Drosophila pseudoobscura	LOC117185202	3160	747	3070	24.3322	PREDICTED: Drosophila pseudoobscura bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66-like (LOC117185202), transcript variant X3, mRNA
XM_002072126.4	Drosophila willistoni	LOC6649893	4534	747	3070	24.3322	PREDICTED: Drosophila willistoni Fanconi anemia group D2 protein (LOC6649893), mRNA
XM_032440374.2	Drosophila virilis	mys	3223	747	3070	24.3322	PREDICTED: Drosophila virilis position-specific antigen beta subunit myospheroid (mys), transcript variant X1, mRNA
XM_043216242.1	Drosophila grimshawi	LOC6564512	4481	747	3070	24.3322	PREDICTED: Drosophila grimshawi disks large 1 tumor suppressor protein (LOC6564512), transcript variant X5, mRNA
XM_043216241.1	Drosophila grimshawi	LOC6564512	4526	747	3070	24.3322	PREDICTED: Drosophila grimshawi disks large 1 tumor suppressor protein (LOC6564512), transcript variant X4, mRNA
XM_043216240.1	Drosophila grimshawi	LOC6564512	4601	747	3070	24.3322	PREDICTED: Drosophila grimshawi disks large 1 tumor suppressor protein (LOC6564512), transcript variant X3, mRNA
XM_043216239.1	Drosophila grimshawi	LOC6564512	4607	747	3070	24.3322	PREDICTED: Drosophila grimshawi disks large 1 tumor suppressor protein (LOC6564512), transcript variant X2, mRNA
XM_043216238.1	Drosophila grimshawi	LOC6564512	4682	747	3070	24.3322	PREDICTED: Drosophila grimshawi disks large 1 tumor suppressor protein (LOC6564512), transcript variant X1, mRNA
XM_044011300.1	Drosophila mojavensis	LOC6580803	7073	747	3070	24.3322	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X11, mRNA
XM_002006684.4	Drosophila mojavensis	LOC6580923	4922	747	3070	24.3322	PREDICTED: Drosophila mojavensis uncharacterized LOC6580923 (LOC6580923), mRNA
XM_034253851.2	Drosophila albomicans	LOC117571596	3291	747	3070	24.3322	PREDICTED: Drosophila albomicans uncharacterized LOC117571596 (LOC117571596), mRNA
XM_034256248.2	Drosophila albomicans	LOC117573213	3098	747	3070	24.3322	PREDICTED: Drosophila albomicans scoloptoxin SSD14 (LOC117573213), transcript variant X3, mRNA
XM_026983528.1	Drosophila erecta	LOC6541021	3694	747	3070	24.3322	PREDICTED: Drosophila erecta presequence protease, mitochondrial (LOC6541021), transcript variant X2, mRNA
XM_039370136.2	Drosophila yakuba	LOC6524785	6004	747	3070	24.3322	PREDICTED: Drosophila yakuba MAP kinase-activating death domain protein (LOC6524785), transcript variant X12, mRNA
XM_015189819.3	Drosophila yakuba	LOC6539102	3876	747	3070	24.3322	PREDICTED: Drosophila yakuba uncharacterized LOC6539102 (LOC6539102), transcript variant X4, mRNA
XM_015190951.3	Drosophila yakuba	LOC6525708	6088	747	3070	24.3322	PREDICTED: Drosophila yakuba ras GTPase-activating protein raskol (LOC6525708), transcript variant X11, mRNA
XM_026994546.1	Drosophila persimilis	LOC6594448	3481	747	3070	24.3322	PREDICTED: Drosophila persimilis anoctamin-1 (LOC6594448), transcript variant X2, mRNA
XM_026993911.1	Drosophila persimilis	LOC6601021	3219	747	3070	24.3322	PREDICTED: Drosophila persimilis probable E3 ubiquitin-protein ligase HERC4 (LOC6601021), transcript variant X2, mRNA
XM_032452290.2	Drosophila ananassae	LOC6498797	3056	743	3056	24.3128	PREDICTED: Drosophila ananassae uncharacterized LOC6498797 (LOC6498797), mRNA
XM_039298117.2	Drosophila simulans	LOC6740147	3953	746	3070	24.2997	PREDICTED: Drosophila simulans rho GTPase-activating protein 26 (LOC6740147), transcript variant X5, mRNA
XM_039297948.2	Drosophila simulans	LOC6726285	7490	746	3070	24.2997	PREDICTED: Drosophila simulans rho guanine nucleotide exchange factor 10 (LOC6726285), transcript variant X2, mRNA
XM_032726829.1	Drosophila sechellia	LOC6617528	5860	746	3070	24.2997	PREDICTED: Drosophila sechellia ral GTPase-activating protein subunit beta (LOC6617528), transcript variant X1, mRNA
XM_002044197.2	Drosophila sechellia	LOC6620021	5364	746	3070	24.2997	PREDICTED: Drosophila sechellia disintegrin and metalloproteinase domain-containing protein 11 (LOC6620021), transcript variant X4, mRNA
XM_032726724.1	Drosophila sechellia	LOC6616227	4334	746	3070	24.2997	PREDICTED: Drosophila sechellia cAMP-specific 3',5'-cyclic phosphodiesterase (LOC6616227), transcript variant X11, mRNA
XM_032452200.2	Drosophila ananassae	LOC6498795	5659	746	3070	24.2997	PREDICTED: Drosophila ananassae protein vav (LOC6498795), transcript variant X1, mRNA
XM_015171029.3	Drosophila virilis	eIF4H1	3424	746	3070	24.2997	PREDICTED: Drosophila virilis eukaryotic translation initiation factor 4H1 (eIF4H1), transcript variant X1, mRNA
XM_033394391.1	Drosophila miranda	LOC108164416	4960	746	3070	24.2997	PREDICTED: Drosophila miranda probable cation-transporting ATPase 13A3 (LOC108164416), transcript variant X3, mRNA
XM_044011297.1	Drosophila mojavensis	LOC6580803	7375	746	3070	24.2997	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X6, mRNA
XM_044011296.1	Drosophila mojavensis	LOC6580803	7393	746	3070	24.2997	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X5, mRNA
XM_044011292.1	Drosophila mojavensis	LOC6580803	7402	746	3070	24.2997	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X1, mRNA
XM_052001883.1	Drosophila albomicans	LOC117578212	5745	746	3070	24.2997	PREDICTED: Drosophila albomicans ras GTPase-activating protein raskol (LOC117578212), transcript variant X3, mRNA
XM_034263767.2	Drosophila albomicans	LOC117578313	3736	746	3070	24.2997	PREDICTED: Drosophila albomicans probable ATP-dependent RNA helicase DHX34 (LOC117578313), transcript variant X2, mRNA
XM_052001856.1	Drosophila albomicans	LOC117578028	5380	746	3070	24.2997	PREDICTED: Drosophila albomicans non-canonical poly(A) RNA polymerase protein Trf4-1 (LOC117578028), transcript variant X8, mRNA
XM_034263128.2	Drosophila albomicans	LOC117578028	5621	746	3070	24.2997	PREDICTED: Drosophila albomicans non-canonical poly(A) RNA polymerase protein Trf4-1 (LOC117578028), transcript variant X1, mRNA
XM_026983354.1	Drosophila erecta	LOC6555815	5222	746	3070	24.2997	PREDICTED: Drosophila erecta host cell factor (LOC6555815), transcript variant X7, mRNA
XM_026983352.1	Drosophila erecta	LOC6555815	5159	746	3070	24.2997	PREDICTED: Drosophila erecta host cell factor (LOC6555815), transcript variant X5, mRNA
XM_039371710.2	Drosophila yakuba	LOC6525179	4803	746	3070	24.2997	PREDICTED: Drosophila yakuba serine/threonine-protein kinase Tao (LOC6525179), transcript variant X1, mRNA
XM_002101330.4	Drosophila yakuba	LOC6525531	5120	746	3070	24.2997	PREDICTED: Drosophila yakuba copper-transporting ATPase 1 (LOC6525531), mRNA
XM_020960940.1	Drosophila serrata	LOC110190442	5253	746	3070	24.2997	PREDICTED: Drosophila serrata anion exchange protein 3 (LOC110190442), transcript variant X3, mRNA
XM_020960877.1	Drosophila serrata	LOC110190411	3084	746	3070	24.2997	PREDICTED: Drosophila serrata paramyosin, long form (LOC110190411), transcript variant X2, mRNA
XM_030390398.1	Drosophila navojoa	LOC115565310	3550	746	3070	24.2997	PREDICTED: Drosophila navojoa uncharacterized transmembrane protein DDB_G0289901 (LOC115565310), transcript variant X5, mRNA
XM_030390148.1	Drosophila navojoa	LOC115565145	7704	746	3070	24.2997	PREDICTED: Drosophila navojoa E3 ubiquitin-protein ligase highwire-like (LOC115565145), mRNA
XM_030390071.1	Drosophila navojoa	LOC108652810	3408	746	3070	24.2997	PREDICTED: Drosophila navojoa calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type (LOC108652810), transcript variant X1, mRNA
NM_140006.6	Drosophila melanogaster	TrpA1	4259	745	3070	24.2671	Drosophila melanogaster transient receptor potential cation channel A1, transcript variant I (TrpA1), mRNA
XM_002039594.2	Drosophila sechellia	LOC6615224	6533	745	3070	24.2671	PREDICTED: Drosophila sechellia protein tweety (LOC6615224), transcript variant X1, mRNA
XM_014904760.3	Drosophila ananassae	LOC6505008	3168	745	3070	24.2671	PREDICTED: Drosophila ananassae programmed cell death protein 4 (LOC6505008), transcript variant X1, mRNA
XM_033385562.1	Drosophila pseudoobscura	AP-1gamma	4204	745	3070	24.2671	PREDICTED: Drosophila pseudoobscura adaptor protein complex 1, gamma subunit (AP-1gamma), transcript variant X8, mRNA
XM_047009289.1	Drosophila willistoni	LOC6649788	4181	745	3070	24.2671	PREDICTED: Drosophila willistoni uncharacterized LOC6649788 (LOC6649788), transcript variant X2, mRNA
XM_032440375.2	Drosophila virilis	mys	3223	745	3070	24.2671	PREDICTED: Drosophila virilis position-specific antigen beta subunit myospheroid (mys), transcript variant X3, mRNA
XM_032440214.2	Drosophila virilis	LOC6631824	7797	745	3070	24.2671	PREDICTED: Drosophila virilis chaoptin (LOC6631824), transcript variant X7, mRNA
XM_032738445.2	Drosophila grimshawi	LOC6564512	3706	745	3070	24.2671	PREDICTED: Drosophila grimshawi disks large 1 tumor suppressor protein (LOC6564512), transcript variant X12, mRNA
XM_015153187.2	Drosophila erecta	LOC6555827	3602	745	3070	24.2671	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X14, mRNA
XM_039370203.2	Drosophila yakuba	LOC6524649	3225	745	3070	24.2671	PREDICTED: Drosophila yakuba AP-3 complex subunit delta (LOC6524649), transcript variant X2, mRNA
XM_043206759.1	Drosophila yakuba	LOC6524124	3884	745	3070	24.2671	PREDICTED: Drosophila yakuba RNA-binding protein 25 (LOC6524124), transcript variant X2, mRNA
XM_039370073.2	Drosophila yakuba	LOC6524546	5601	745	3070	24.2671	PREDICTED: Drosophila yakuba ELAV-like protein 2 (LOC6524546), transcript variant X2, mRNA
XM_020960986.1	Drosophila serrata	LOC110190476	3791	745	3070	24.2671	PREDICTED: Drosophila serrata transcription initiation factor TFIID subunit 2 (LOC110190476), mRNA
XM_020960837.1	Drosophila serrata	LOC110190388	6775	745	3070	24.2671	PREDICTED: Drosophila serrata arginine-glutamic acid dipeptide repeats protein (LOC110190388), transcript variant X18, mRNA
XM_030390123.1	Drosophila navojoa	LOC115565125	3351	745	3070	24.2671	PREDICTED: Drosophila navojoa uncharacterized LOC115565125 (LOC115565125), mRNA
XM_026994565.1	Drosophila persimilis	LOC6594303	3443	745	3070	24.2671	PREDICTED: Drosophila persimilis serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (LOC6594303), transcript variant X2, mRNA
XM_026993930.1	Drosophila persimilis	LOC6601121	3129	745	3070	24.2671	PREDICTED: Drosophila persimilis ankyrin-1 (LOC6601121), mRNA
XM_002026133.2	Drosophila persimilis	LOC6600983	3126	745	3070	24.2671	PREDICTED: Drosophila persimilis calcium homeostasis endoplasmic reticulum protein (LOC6600983), transcript variant X3, mRNA
XM_039298108.2	Drosophila simulans	LOC6725959	5113	744	3070	24.2345	PREDICTED: Drosophila simulans Ca(2+)/calmodulin-responsive adenylate cyclase (LOC6725959), transcript variant X14, mRNA
XM_039298106.2	Drosophila simulans	LOC6725959	5461	744	3070	24.2345	PREDICTED: Drosophila simulans Ca(2+)/calmodulin-responsive adenylate cyclase (LOC6725959), transcript variant X12, mRNA
XM_032726822.1	Drosophila sechellia	LOC6618112	5993	744	3070	24.2345	PREDICTED: Drosophila sechellia probable Ras GTPase-activating protein (LOC6618112), transcript variant X5, mRNA
XM_032452398.2	Drosophila ananassae	LOC6501841	5634	744	3070	24.2345	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X19, mRNA
XM_033385567.1	Drosophila pseudoobscura	Wnk	7779	744	3070	24.2345	PREDICTED: Drosophila pseudoobscura Wnk kinase (Wnk), transcript variant X4, mRNA
XM_023179848.2	Drosophila willistoni	LOC6649513	3503	744	3070	24.2345	PREDICTED: Drosophila willistoni oxysterol-binding protein-related protein 8 (LOC6649513), transcript variant X2, mRNA
XM_032738513.2	Drosophila grimshawi	LOC6564853	4475	744	3070	24.2345	PREDICTED: Drosophila grimshawi Ca(2+)/calmodulin-responsive adenylate cyclase (LOC6564853), transcript variant X4, mRNA
XM_032738511.2	Drosophila grimshawi	LOC6564853	4841	744	3070	24.2345	PREDICTED: Drosophila grimshawi Ca(2+)/calmodulin-responsive adenylate cyclase (LOC6564853), transcript variant X3, mRNA
XM_032741438.2	Drosophila grimshawi	LOC6569523	4828	744	3070	24.2345	PREDICTED: Drosophila grimshawi probable G-protein coupled receptor B0563.6 (LOC6569523), transcript variant X1, mRNA
XM_032730528.2	Drosophila mojavensis	LOC6580543	5434	744	3070	24.2345	PREDICTED: Drosophila mojavensis putative uncharacterized protein DDB_G0291608 (LOC6580543), transcript variant X5, mRNA
XM_026983503.1	Drosophila erecta	LOC6556001	5001	744	3070	24.2345	PREDICTED: Drosophila erecta uncharacterized LOC6556001 (LOC6556001), mRNA
XM_001982661.3	Drosophila erecta	LOC6555831	6502	744	3070	24.2345	PREDICTED: Drosophila erecta plexin-A2 (LOC6555831), transcript variant X2, mRNA
XM_026983383.1	Drosophila erecta	LOC6555831	6587	744	3070	24.2345	PREDICTED: Drosophila erecta plexin-A2 (LOC6555831), transcript variant X1, mRNA
XM_026983316.1	Drosophila erecta	LOC6555861	4517	744	3070	24.2345	PREDICTED: Drosophila erecta uncharacterized LOC6555861 (LOC6555861), transcript variant X5, mRNA
XM_002100847.4	Drosophila yakuba	LOC6525044	3739	744	3070	24.2345	PREDICTED: Drosophila yakuba kinesin-associated protein 3 (LOC6525044), transcript variant X1, mRNA
XM_039370103.2	Drosophila yakuba	LOC120320452	4758	744	3070	24.2345	PREDICTED: Drosophila yakuba uncharacterized LOC120320452 (LOC120320452), transcript variant X1, mRNA
XM_034284367.1	Drosophila guanche	LOC117591217	3804	744	3070	24.2345	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X5, mRNA
